customer_id,account_number,full_name,gender,age,customer_segment,subsidiary_name,country,branch_code,regulator,account_type,account_status,currency,account_balance_local,account_balance_usd,loan_status,loan_amount_local,loan_amount_usd,credit_score_bucket,kyc_status,phone_number,onboarding_date,tenure_months,last_transaction_date,monthly_txn_count,primary_channel,digital_engagement_score,mobile_wallet_linked,agent_banking_used,insurance_policy_held,nps_category
EGH-ELAK-51019865,ELAK1583116512,Kyle Williams,Male,69,Retail – Mass Market,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR013,Insurance Regulatory Authority,Current Account,Active,KES,9767.7,75.43,Fully Repaid,0.0,0.0,Good (670-739),Fully Verified,+254737894629,2018-02-21,82,2023-01-15,70,Branch,35,Yes,Yes,Yes,Passive
EGH-FSVK-73362884,FSVK9490150445,Melissa Brown,Female,65,Retail – Affluent,Finserve Africa Limited,Kenya,FSVK-BR009,Communications Authority of Kenya,Mobile Savings (EazzyBanking),Active,KES,180481.4,1393.68,Active Loan,4452597.93,34383.0,Good (670-739),Fully Verified,+254740197837,2022-10-15,26,2024-12-19,17,ATM,48,Yes,No,No,Promoter
EGH-CD-28212702,CD8636049567,Mathew Davey,Male,64,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR042,Banque Centrale du Congo,Savings Account,Active,CDF,28562.42,10.2,No Loan,0.0,0.0,Poor (300-579),Pending Review,+243732101628,2011-01-28,167,2023-08-23,59,Agent Banking,49,Yes,Yes,No,Passive
EGH-RW-74945475,RW3871416972,Heather Powell,Female,34,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR008,National Bank of Rwanda,Savings Account,Active,RWF,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+250704291681,2022-04-07,32,2024-10-14,22,Agent Banking,41,Yes,Yes,Yes,Promoter
EGH-KE-37536095,KE6753638289,Barbara Lee,Female,32,SME,Equity Bank Kenya Limited,Kenya,KE-BR006,Central Bank of Kenya,Current Account,Closed,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254772606725,2015-11-04,109,2023-10-20,0,ATM,59,No,No,No,Passive
EGH-KE-82779466,KE2320809470,Raymond Davies,Male,37,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR009,Central Bank of Kenya,Fixed Deposit,Active,KES,12227.26,94.42,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254785094322,2019-11-19,61,2023-01-17,12,Internet Banking,80,Yes,No,No,Promoter
EGH-ELAK-62129760,ELAK2214754198,Christopher Turner,Male,73,Retail – Affluent,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR021,Insurance Regulatory Authority,Mobile Savings (EazzyBanking),Active,KES,601400.94,4644.02,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254784961228,2015-10-30,110,2024-11-15,18,Branch,7,No,No,Yes,Detractor
EGH-CD-59221653,CD4002743286,Julian Marshall,Male,36,Retail – Affluent,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR013,Banque Centrale du Congo,Savings Account,Active,CDF,414785.6,148.14,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+243756666432,2013-05-16,139,2023-11-12,60,ATM,57,Yes,No,No,Promoter
EGH-CD-25909550,CD3531150661,Natasha Burton,Female,66,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR002,Banque Centrale du Congo,Current Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+243716580699,2011-04-13,164,2023-09-15,33,Mobile App (EazzyBanking),72,No,No,No,Passive
EGH-UG-51688531,UG9814458463,Jean Allan,Female,42,Retail – Mass Market,Equity Bank Uganda Limited,Uganda,UG-BR007,Bank of Uganda,Fixed Deposit,Active,UGX,18456.02,4.86,Fully Repaid,0.0,0.0,Poor (300-579),Fully Verified,+256777101908,2010-08-05,172,2024-06-15,37,Internet Banking,67,Yes,No,No,Promoter
EGH-KE-87095284,KE1219217612,Kieran Hodgson,Male,35,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR001,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254760493832,2017-03-29,93,2024-03-12,59,ATM,44,No,Yes,No,Passive
EGH-CD-11757159,CD5925623079,Maurice Smith,Male,54,Microfinance,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR048,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,Active Loan,38750.48,13.84,Good (670-739),Partial KYC,+243734330054,2016-07-06,101,2023-08-20,64,Mobile App (EazzyBanking),78,Yes,No,No,Promoter
EGH-CD-78266756,CD8687104511,Elliot Murray,Male,47,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR022,Banque Centrale du Congo,Insurance Policy,Active,CDF,13503.36,4.82,No Loan,0.0,0.0,Fair (580-669),Pending Review,+243746527601,2022-07-12,29,2024-03-19,62,Mobile App (EazzyBanking),72,Yes,No,No,Passive
EGH-TZ-54348614,TZ1233156881,Grace Connolly,Female,56,Retail – Affluent,Equity Bank Tanzania Limited,Tanzania,TZ-BR045,Bank of Tanzania,Insurance Policy,Active,TZS,655826.68,252.24,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255761017576,2022-01-27,35,2024-09-21,2,USSD (*247#),47,No,No,No,Promoter
EGH-KE-74751665,KE5983543629,Raymond Smith,Male,34,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR012,Central Bank of Kenya,Group / Chama Account,Dormant,KES,8061668.65,62252.27,No Loan,0.0,0.0,Good (670-739),Pending Review,+254736672900,2023-06-22,18,2023-12-01,10,Mobile App (EazzyBanking),73,No,Yes,Yes,Promoter
EGH-ELAK-69696820,ELAK4419943095,Daniel Baker,Male,73,SME,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR022,Insurance Regulatory Authority,Business Account,Active,KES,4156028.45,32092.88,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254781788947,2020-11-28,49,2023-11-07,22,Mobile App (EazzyBanking),71,Yes,No,Yes,Promoter
EGH-KE-48888373,KE2943063570,Gavin Roberts,Male,21,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR036,Central Bank of Kenya,Current Account,Dormant,KES,19361.0,149.51,Active Loan,1076943.95,8316.17,Good (670-739),Fully Verified,+254770602593,2022-07-01,30,2023-12-06,5,USSD (*247#),51,Yes,No,No,Promoter
EGH-KE-37780047,KE3118305736,Sharon Glover,Female,54,Corporate,Equity Bank Kenya Limited,Kenya,KE-BR039,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Pending Review,+254734148166,2015-01-03,119,2023-08-30,57,Mobile App (EazzyBanking),83,Yes,No,No,Promoter
EGH-CD-66457795,CD8330002765,Amelia Williams,Female,41,SME,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR023,Banque Centrale du Congo,Business Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+243760490057,2013-06-22,138,2024-04-22,28,Mobile App (EazzyBanking),92,Yes,No,No,Promoter
EGH-RW-22620184,RW5180079003,Shirley Dickinson,Female,35,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR002,National Bank of Rwanda,Business Account,Active,RWF,11875.82,9.07,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+250714303235,2024-12-16,0,2024-12-15,50,ATM,45,Yes,No,Yes,Promoter
EGH-KE-62568816,KE1412937048,Marcus Evans,Male,50,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR005,Central Bank of Kenya,Savings Account,Dormant,KES,1708.04,13.19,Active Loan,154264.66,1191.23,Fair (580-669),Fully Verified,+254753088876,2012-03-19,153,2024-06-28,31,Mobile App (EazzyBanking),73,Yes,No,Yes,Promoter
EGH-KE-18522522,KE4679445698,Amelia Norris,Female,36,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,5629.65,43.47,Active Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254722636649,2018-09-30,75,2024-12-24,32,Mobile App (EazzyBanking),72,Yes,Yes,No,Passive
EGH-TZ-68486193,TZ8350515704,Jordan Brown,Male,53,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR013,Bank of Tanzania,Savings Account,Active,TZS,50768.33,19.53,Fully Repaid,40926.62,15.74,Exceptional (800+),Fully Verified,+255714292612,2023-08-03,16,2024-09-14,73,Agent Banking,17,Yes,Yes,Yes,Promoter
EGH-KE-66587075,KE7202407227,Kirsty Alexander,Female,40,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR042,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254771896833,2024-03-13,9,2024-04-03,56,Agent Banking,28,Yes,Yes,Yes,Promoter
EGH-CD-17599988,CD9594581336,Kimberley Brown,Female,51,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR047,Banque Centrale du Congo,Current Account,Dormant,CDF,1218.29,0.44,Active Loan,72202.0,25.79,Very Good (740-799),Partial KYC,+243788555559,2015-07-01,114,2024-10-25,60,ATM,62,Yes,No,No,Passive
EGH-RW-78173909,RW7957802322,Roy Cole,Male,51,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR042,National Bank of Rwanda,Current Account,Active,RWF,2367.93,1.81,No Loan,0.0,0.0,Good (670-739),Partial KYC,+250769688433,2010-06-17,174,2023-11-28,38,ATM,41,No,No,No,Promoter
EGH-KE-47422665,KE2538535386,Dylan Wheeler,Male,52,SME,Equity Bank Kenya Limited,Kenya,KE-BR029,Central Bank of Kenya,Savings Account,Dormant,KES,538584.19,4158.95,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+254731074738,2022-06-29,30,2024-10-11,63,Internet Banking,67,No,No,No,Passive
EGH-CD-80819780,CD1601447936,Rhys Morgan,Male,66,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR021,Banque Centrale du Congo,Mobile Savings (EazzyBanking),Active,CDF,0.0,0.0,Active Loan,0.0,0.0,Very Good (740-799),Fully Verified,+243702638013,2021-02-20,46,2024-05-23,27,Mobile App (EazzyBanking),89,Yes,Yes,No,Promoter
EGH-CD-13745275,CD5163011790,Ronald Lawrence,Male,37,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Business Account,Dormant,CDF,508.7,0.18,Active Loan,89000.71,31.79,Exceptional (800+),Fully Verified,+243752443068,2011-10-14,158,2023-09-22,66,Mobile App (EazzyBanking),78,Yes,No,No,Promoter
EGH-SS-26151084,SS5003294557,Stewart Moore,Male,20,Retail – Affluent,Equity Bank South Sudan Limited,South Sudan,SS-BR043,Bank of South Sudan,Savings Account,Active,SSP,0.0,0.0,Active Loan,4399289.44,3384.07,Good (670-739),Partial KYC,+211741657766,2022-01-28,35,2023-11-02,75,Mobile App (EazzyBanking),92,Yes,Yes,No,Promoter
EGH-KE-54459173,KE5929297666,Stuart Fraser,Male,69,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR025,Central Bank of Kenya,Business Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254747402128,2020-06-30,54,2023-08-12,19,Mobile App (EazzyBanking),91,Yes,No,Yes,Promoter
EGH-RW-26940265,RW7044862579,Olivia Rose,Female,74,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR001,National Bank of Rwanda,Business Account,Closed,RWF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+250771033159,2022-05-14,31,2023-08-11,0,ATM,57,No,Yes,No,Detractor
EGH-KE-39687508,KE3288895966,Howard Murray,Male,55,SME,Equity Bank Kenya Limited,Kenya,KE-BR002,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Partial KYC,+254723572828,2022-04-08,32,2023-05-17,34,Mobile App (EazzyBanking),76,No,No,Yes,Passive
EGH-KE-69453913,KE9894867608,Craig Wilkinson,Male,59,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR026,Central Bank of Kenya,MVNO (Equitel) Account,Active,KES,32396.58,250.17,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+254751527842,2011-05-31,163,2024-12-04,9,Mobile App (EazzyBanking),76,Yes,Yes,No,Passive
EGH-RW-23007176,RW5452873423,Brandon Smith,Male,21,Retail – Affluent,Equity Bank Rwanda Limited,Rwanda,RW-BR010,National Bank of Rwanda,Savings Account,Active,RWF,1061458.79,810.27,Non-Performing,1336551.52,1020.27,Poor (300-579),Fully Verified,+250729111300,2012-02-09,154,2023-07-31,5,USSD (*247#),62,Yes,No,No,Promoter
EGH-KE-70993264,KE7434711788,Adam Smith,Male,63,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR005,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,31683.48,244.66,Fully Repaid,71471.46,551.9,Good (670-739),Fully Verified,+254778943778,2014-07-27,125,2024-01-24,13,Agent Banking,31,Yes,Yes,Yes,Passive
EGH-KE-19306266,KE4675599282,Chloe Walker,Female,64,SME,Equity Bank Kenya Limited,Kenya,KE-BR042,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Poor (300-579),Partial KYC,+254738966901,2020-06-21,54,2023-04-08,46,USSD (*247#),43,Yes,No,No,Promoter
EGH-UG-25766665,UG7159799175,Olivia Reynolds,Female,46,Microfinance,Equity Bank Uganda Limited,Uganda,UG-BR021,Bank of Uganda,Savings Account,Active,UGX,729.32,0.19,No Loan,0.0,0.0,Good (670-739),Flagged,+256700644086,2018-12-03,72,2024-10-19,74,Branch,14,Yes,Yes,No,Promoter
EGH-KE-62888010,KE9850567632,Louis Field,Male,64,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR049,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,Non-Performing,208890.11,1613.05,Poor (300-579),Fully Verified,+254799883895,2015-09-24,111,2024-04-05,7,Mobile App (EazzyBanking),70,No,No,No,Promoter
EGH-CD-81413490,CD2382282726,Joshua Goodwin,Male,33,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR048,Banque Centrale du Congo,Current Account,Closed,CDF,0.0,0.0,Non-Performing,77826.32,27.8,Poor (300-579),Fully Verified,+243740811737,2018-04-12,80,2023-04-02,0,Mobile App (EazzyBanking),89,No,No,No,Promoter
EGH-FSVK-25353366,FSVK4923329943,Julian Harrison,Male,23,Retail – Mass Market,Finserve Africa Limited,Kenya,FSVK-BR009,Communications Authority of Kenya,Current Account,Active,KES,35441.73,273.68,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254747694208,2024-07-13,5,2024-10-26,37,ATM,56,Yes,No,No,Promoter
EGH-FSVK-36999350,FSVK7273227502,Clive Campbell,Male,70,Retail – Mass Market,Finserve Africa Limited,Kenya,FSVK-BR047,Communications Authority of Kenya,MVNO (Equitel) Account,Active,KES,12788.31,98.75,Fully Repaid,0.0,0.0,Exceptional (800+),Partial KYC,+254708241610,2022-01-06,35,2023-01-28,46,USSD (*247#),67,No,Yes,No,Promoter
EGH-KE-93260809,KE8711695540,Philip Parker,Male,53,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR005,Central Bank of Kenya,Savings Account,Active,KES,15725.59,121.43,Fully Repaid,41221.94,318.32,Very Good (740-799),Fully Verified,+254706425845,2015-01-06,119,2024-08-11,57,Agent Banking,36,No,Yes,Yes,Promoter
EGH-KE-99071531,KE6734689051,Dominic Brennan,Male,45,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR006,Central Bank of Kenya,Insurance Policy,Dormant,KES,81409.57,628.65,No Loan,0.0,0.0,Good (670-739),Pending Review,+254720004864,2019-03-07,69,2023-09-20,6,Mobile App (EazzyBanking),78,Yes,No,No,Promoter
EGH-KE-62295501,KE3081561073,Kyle Nicholson,Male,66,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR039,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,Fully Repaid,82782.73,639.25,Good (670-739),Fully Verified,+254732240406,2019-09-06,63,2023-12-09,6,Mobile App (EazzyBanking),75,No,No,No,Promoter
EGH-SS-50233433,SS6806405366,Robin Davis,Male,52,Microfinance,Equity Bank South Sudan Limited,South Sudan,SS-BR048,Bank of South Sudan,Savings Account,Active,SSP,11682.16,8.99,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+211779579776,2019-05-27,67,2024-02-24,40,USSD (*247#),67,Yes,Yes,No,Promoter
EGH-TZ-41218282,TZ6604606934,Gordon Smith,Male,41,NGO / Non-profit,Equity Bank Tanzania Limited,Tanzania,TZ-BR021,Bank of Tanzania,Business Account,Active,TZS,794006.07,305.39,Active Loan,3250456.92,1250.18,Good (670-739),Partial KYC,+255787625878,2019-03-29,69,2023-04-05,30,ATM,48,Yes,No,No,Passive
EGH-TZ-65120672,TZ1392802889,Gordon Edwards,Male,20,SME,Equity Bank Tanzania Limited,Tanzania,TZ-BR026,Bank of Tanzania,MVNO (Equitel) Account,Active,TZS,1184626.03,455.63,Fully Repaid,19290649.09,7419.48,Good (670-739),Fully Verified,+255771205045,2012-05-23,151,2024-05-20,77,Mobile App (EazzyBanking),96,No,Yes,No,Promoter
EGH-KE-63182393,KE6462045599,Maria Evans,Female,63,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR044,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Partial KYC,+254741310306,2011-06-20,162,2023-02-23,8,Agent Banking,23,Yes,Yes,No,Promoter
EGH-KE-36527772,KE5793263990,Jodie Peters,Female,35,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR048,Central Bank of Kenya,Current Account,Active,KES,0.0,0.0,Written Off,137573.21,1062.34,Very Poor (<300),Partial KYC,+254780800889,2014-09-27,123,2023-09-04,40,Agent Banking,28,Yes,Yes,No,Detractor
EGH-TZ-12052348,TZ3605226719,Mary Lawrence,Female,62,SME,Equity Bank Tanzania Limited,Tanzania,TZ-BR004,Bank of Tanzania,Savings Account,Active,TZS,2388637.11,918.71,Active Loan,12728955.7,4895.75,Fair (580-669),Partial KYC,+255737226247,2010-07-22,173,2024-06-17,50,ATM,56,Yes,No,Yes,Detractor
EGH-RW-23634847,RW3150258589,Karl Williamson,Male,33,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR028,National Bank of Rwanda,Business Account,Active,RWF,0.0,0.0,Fully Repaid,90403.44,69.01,Fair (580-669),Fully Verified,+250778596582,2011-02-19,166,2024-12-17,14,Agent Banking,36,Yes,Yes,No,Promoter
EGH-RW-96270328,RW7910980499,Emma Booth,Female,51,Corporate,Equity Bank Rwanda Limited,Rwanda,RW-BR034,National Bank of Rwanda,Savings Account,Active,RWF,97491030.8,74420.63,No Loan,0.0,0.0,Good (670-739),Fully Verified,+250764813783,2020-02-23,58,2023-12-13,20,Agent Banking,25,Yes,Yes,No,Passive
EGH-ELAK-47633941,ELAK1584282421,Martin Knight,Male,30,Retail – Affluent,Equity Life Assurance (Kenya) Limited,Kenya,ELAK-BR042,Insurance Regulatory Authority,Business Account,Active,KES,1859956.29,14362.6,Active Loan,5902841.28,45581.79,Very Good (740-799),Fully Verified,+254799822695,2011-11-20,157,2023-06-29,1,Mobile App (EazzyBanking),87,Yes,Yes,Yes,Passive
EGH-RW-53407308,RW3560541836,Louise Bishop,Female,45,Microfinance,Equity Bank Rwanda Limited,Rwanda,RW-BR004,National Bank of Rwanda,Savings Account,Active,RWF,15004.57,11.45,Fully Repaid,0.0,0.0,Fair (580-669),Partial KYC,+250760274823,2010-02-26,178,2023-08-24,58,Agent Banking,38,Yes,Yes,No,Promoter
EGH-KE-52039679,KE7309619410,Laura Butcher,Female,38,SME,Equity Bank Kenya Limited,Kenya,KE-BR008,Central Bank of Kenya,Business Account,Dormant,KES,252205.32,1947.53,Active Loan,11007167.11,84997.43,Fair (580-669),Fully Verified,+254716193865,2021-04-05,44,2023-12-31,34,Mobile App (EazzyBanking),93,Yes,No,Yes,Promoter
EGH-UG-80446169,UG2882853343,Kerry Hopkins,Female,69,Corporate,Equity Bank Uganda Limited,Uganda,UG-BR010,Bank of Uganda,Savings Account,Active,UGX,0.0,0.0,No Loan,0.0,0.0,Exceptional (800+),Partial KYC,+256794791764,2016-06-12,102,2023-07-23,65,Branch,12,No,No,No,Promoter
EGH-KE-15846090,KE2058453605,Francesca Barrett,Female,27,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR025,Central Bank of Kenya,Savings Account,Active,KES,6096.82,47.08,Active Loan,25012.9,193.15,Exceptional (800+),Fully Verified,+254768330307,2020-12-12,48,2024-03-28,34,Branch,34,Yes,Yes,No,Passive
EGH-RW-17445699,RW9846053558,Hilary Clark,Female,62,Retail – Mass Market,Equity Bank Rwanda Limited,Rwanda,RW-BR030,National Bank of Rwanda,Current Account,Active,RWF,2711.48,2.07,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250753063049,2022-12-25,24,2023-12-21,42,Mobile App (EazzyBanking),90,No,No,No,Promoter
EGH-SS-34826251,SS6090682715,Samuel Williams,Male,67,Microfinance,Equity Bank South Sudan Limited,South Sudan,SS-BR031,Bank of South Sudan,Mobile Savings (EazzyBanking),Closed,SSP,0.0,0.0,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+211700322870,2021-10-30,38,2024-06-12,0,USSD (*247#),65,Yes,Yes,Yes,Passive
EGH-KE-53799249,KE3418886576,Sylvia Nelson,Female,47,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR037,Central Bank of Kenya,Current Account,Active,KES,64343.23,496.86,Active Loan,119784.46,924.98,Very Good (740-799),Fully Verified,+254763967462,2020-07-10,53,2024-02-06,60,Mobile App (EazzyBanking),86,Yes,No,No,Promoter
EGH-KE-70401162,KE2385688158,Adam Jackson,Male,64,Microfinance,Equity Bank Kenya Limited,Kenya,KE-BR015,Central Bank of Kenya,Savings Account,Active,KES,18048.6,139.37,No Loan,0.0,0.0,Good (670-739),Partial KYC,+254744216230,2014-07-29,125,2023-08-22,72,ATM,55,Yes,No,No,Promoter
EGH-KE-54163628,KE1063956838,Claire Patel,Female,18,NGO / Non-profit,Equity Bank Kenya Limited,Kenya,KE-BR031,Central Bank of Kenya,Mobile Savings (EazzyBanking),Active,KES,995836.77,7689.86,Active Loan,2348208.53,18132.88,Good (670-739),Partial KYC,+254771066097,2023-12-31,12,2023-03-31,12,Mobile App (EazzyBanking),91,Yes,Yes,No,Promoter
EGH-CD-49705126,CD7747768587,Damien Thorpe,Male,72,Retail – Affluent,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR030,Banque Centrale du Congo,Fixed Deposit,Active,CDF,33704.74,12.04,Active Loan,6258559.18,2235.2,Very Good (740-799),Fully Verified,+243763409027,2017-06-27,90,2024-03-07,11,ATM,32,Yes,No,No,Promoter
EGH-KE-24491704,KE4217464809,Malcolm Myers,Male,44,SME,Equity Bank Kenya Limited,Kenya,KE-BR025,Central Bank of Kenya,Current Account,Dormant,KES,45458.89,351.03,Active Loan,13018812.33,100531.37,Very Good (740-799),Fully Verified,+254792074385,2024-07-26,5,2023-06-30,57,Mobile App (EazzyBanking),88,Yes,No,No,Passive
EGH-RW-61455524,RW2751068135,Mark Brown,Male,31,Retail – Affluent,Equity Bank Rwanda Limited,Rwanda,RW-BR015,National Bank of Rwanda,MVNO (Equitel) Account,Active,RWF,0.0,0.0,Fully Repaid,485984.73,370.98,Good (670-739),Partial KYC,+250704595489,2018-06-11,78,2023-06-20,78,Agent Banking,45,Yes,Yes,No,Passive
EGH-RW-58802019,RW9131780140,Joseph Dawson,Male,56,SME,Equity Bank Rwanda Limited,Rwanda,RW-BR035,National Bank of Rwanda,Savings Account,Active,RWF,2312032.21,1764.91,No Loan,0.0,0.0,Very Poor (<300),Fully Verified,+250704116706,2013-02-22,142,2024-10-09,56,Agent Banking,46,No,Yes,No,Promoter
EGH-KE-52614045,KE7266979047,Clive Talbot,Male,68,Retail – Affluent,Equity Bank Kenya Limited,Kenya,KE-BR024,Central Bank of Kenya,Savings Account,Active,KES,751028.21,5799.45,Active Loan,0.0,0.0,Very Good (740-799),Fully Verified,+254723846840,2013-10-05,134,2023-02-20,2,Branch,18,Yes,Yes,Yes,Passive
EGH-RW-82683768,RW8293696156,Joshua Taylor,Male,56,Government / Parastatal,Equity Bank Rwanda Limited,Rwanda,RW-BR045,National Bank of Rwanda,Savings Account,Active,RWF,71529839.78,54602.93,No Loan,0.0,0.0,Very Good (740-799),Fully Verified,+250760250966,2021-04-09,44,2024-03-21,22,Branch,23,No,Yes,Yes,Passive
EGH-KE-34027809,KE6901658118,Amanda Randall,Female,36,SME,Equity Bank Kenya Limited,Kenya,KE-BR033,Central Bank of Kenya,Savings Account,Active,KES,2804559.39,21656.83,Fully Repaid,1273107.5,9830.95,Fair (580-669),Fully Verified,+254753084557,2015-02-23,118,2024-07-30,41,ATM,33,No,No,Yes,Passive
EGH-CD-95839556,CD9250396371,Jeffrey Davidson,Male,25,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR037,Banque Centrale du Congo,Current Account,Active,CDF,64451.59,23.02,Active Loan,13735.61,4.91,Very Good (740-799),Fully Verified,+243751098350,2020-07-27,53,2023-08-11,35,USSD (*247#),67,Yes,Yes,No,Promoter
EGH-TZ-39841209,TZ4100063152,Katie Barker,Female,56,Retail – Mass Market,Equity Bank Tanzania Limited,Tanzania,TZ-BR010,Bank of Tanzania,Savings Account,Active,TZS,0.0,0.0,No Loan,0.0,0.0,Fair (580-669),Fully Verified,+255749380848,2023-03-29,21,2024-08-18,11,Mobile App (EazzyBanking),85,Yes,No,No,Passive
EGH-TZ-59050402,TZ2407689000,Dylan Matthews,Male,44,Corporate,Equity Bank Tanzania Limited,Tanzania,TZ-BR016,Bank of Tanzania,Savings Account,Active,TZS,67449439.39,25942.09,No Loan,0.0,0.0,Good (670-739),Fully Verified,+255737161742,2024-11-03,1,2023-04-22,22,Branch,34,Yes,No,No,Promoter
EGH-KE-56860515,KE1060028037,Eileen Ali,Female,22,Retail – Mass Market,Equity Bank Kenya Limited,Kenya,KE-BR048,Central Bank of Kenya,Savings Account,Active,KES,0.0,0.0,Active Loan,59156.65,456.81,Fair (580-669),Partial KYC,+254709541111,2010-04-16,176,2024-04-29,36,ATM,34,Yes,Yes,No,Promoter
EGH-CD-86480009,CD1304350951,Melissa Cartwright,Female,57,Retail – Mass Market,Equity Banque Commerciale du Congo (EquityBCDC),Democratic Republic of Congo,CD-BR015,Banque Centrale du Congo,Savings Account,Active,CDF,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Partial KYC,+243721603342,2015-07-07,113,2023-10-21,48,Agent Banking,14,No,Yes,No,Promoter
EGH-KE-49502030,KE8684734294,Clive Hughes,Male,70,SME,Equity Bank Kenya Limited,Kenya,KE-BR014,Central Bank of Kenya,Mobile Savings (EazzyBanking),Dormant,KES,0.0,0.0,No Loan,0.0,0.0,Good (670-739),Fully Verified,+254752219160,2013-10-11,134,2024-05-31,2,Branch,18,Yes,Yes,No,Passive
