transaction_id,timestamp_utc,origin_account,destination_account,amount_kes,transaction_type,channel,status,response_code,client_device_metadata
TXN_20260523_100909,2026-05-23T10:08:13.468Z,907403,254756875660,49155.88,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""60.196.241.169""}"
TXN_20260523_100910,2026-05-23T22:49:42.260Z,254777309592,239577,48576.24,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""225.81.187.138""}"
TXN_20260523_100911,2026-05-23T17:50:36.037Z,447228,254756176914,68836.0,B2C,API_DISBURSE,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""220.64.195.110""}"
TXN_20260523_100912,2026-05-23T21:14:54.276Z,254752989498,841918,15493.89,C2B,DYNAMIC_QR,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""47.147.246.81""}"
TXN_20260523_100913,2026-05-23T04:26:20.187Z,254794584653,254772383227,37106.14,P2P,APP_INT,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""133.8.173.163""}"
TXN_20260523_100914,2026-05-23T13:29:05.589Z,795571,254785760958,66752.79,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""86.74.122.148""}"
TXN_20260523_100915,2026-05-23T22:29:19.800Z,138137,254728732680,17090.29,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""147.243.80.111""}"
TXN_20260523_100916,2026-05-23T23:57:34.560Z,254761982118,254730625942,32399.29,P2P,USSD,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""15.63.64.79""}"
TXN_20260523_100917,2026-05-23T13:01:07.922Z,254736402368,573182,56234.22,C2B,PAYBILL_PORTAL,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""188.133.59.229""}"
TXN_20260523_100918,2026-05-23T20:11:52.379Z,340002,160659,70592.53,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""5.33.28.222""}"
TXN_20260523_100919,2026-05-23T05:27:49.439Z,254732520593,254766229454,11706.98,P2P,USSD,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100920,2026-05-23T06:46:59.647Z,254792892742,254749597691,12473.83,P2P,APP_INT,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100921,2026-05-23T13:18:29.689Z,254715137308,254724337788,46665.59,P2P,APP_INT,TIMEOUT,99,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100922,2026-05-23T03:52:34.379Z,302865,689216,228613.78,B2B,MM_PORTAL,TIMEOUT,99,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""123.56.100.222""}"
TXN_20260523_100923,2026-05-23T09:30:49.632Z,254712562591,254757548518,3575.51,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""197.168.164.12""}"
TXN_20260523_100924,2026-05-23T17:10:05.965Z,254737349693,254776126375,48982.21,P2P,USSD,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""18.45.232.61""}"
TXN_20260523_100925,2026-05-23T03:24:43.699Z,625294,334750,100924.16,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""171.96.187.5""}"
TXN_20260523_100926,2026-05-23T07:26:50.204Z,919411,579156,155220.8,B2B,API_SETTLE,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100927,2026-05-23T02:36:27.049Z,756072,251158,245743.25,B2B,API_SETTLE,REVERSED,09,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""49.136.135.245""}"
TXN_20260523_100928,2026-05-23T23:38:53.969Z,680662,360876,34351.04,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""233.39.23.219""}"
TXN_20260523_100929,2026-05-23T02:59:37.280Z,254787256811,254797694060,32618.66,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""32.32.116.100""}"
TXN_20260523_100930,2026-05-23T07:46:22.954Z,254748712901,805281,5053.83,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""204.185.36.212""}"
TXN_20260523_100931,2026-05-23T16:42:29.294Z,254772526261,254753610775,19731.54,P2P,USSD,TIMEOUT,99,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""213.182.125.121""}"
TXN_20260523_100932,2026-05-23T23:59:12.813Z,254792336824,254711830953,5916.84,P2P,USSD,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""27.67.107.241""}"
TXN_20260523_100933,2026-05-23T18:36:50.933Z,254755216267,254725811675,14684.39,P2P,APP_INT,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""23.213.198.240""}"
TXN_20260523_100934,2026-05-23T10:34:45.752Z,252685,254752146373,54842.93,B2C,B2C_PORTAL,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""113.108.84.85""}"
TXN_20260523_100935,2026-05-23T20:50:48.447Z,254790094617,254745728827,30132.49,P2P,USSD,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""54.118.159.1""}"
TXN_20260523_100936,2026-05-23T09:36:53.362Z,466818,254759441610,69106.25,B2C,B2C_PORTAL,REVERSED,09,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100937,2026-05-23T00:23:26.811Z,254784944872,254752323320,45288.13,P2P,APP_INT,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""221.156.170.56""}"
TXN_20260523_100938,2026-05-23T08:20:50.775Z,181394,254738703892,16425.78,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""145.23.237.160""}"
TXN_20260523_100939,2026-05-23T03:04:23.403Z,254778187592,254745023573,17386.58,P2P,USSD,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100940,2026-05-23T13:42:31.035Z,254777891424,254745522796,31380.63,P2P,USSD,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""232.121.234.218""}"
TXN_20260523_100941,2026-05-23T15:21:19.632Z,254790929445,446239,30362.64,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100942,2026-05-23T07:22:54.693Z,569136,637261,299305.22,B2B,MM_PORTAL,REVERSED,09,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""103.58.12.240""}"
TXN_20260523_100943,2026-05-23T11:55:42.993Z,697441,189000,56420.99,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""9.128.156.253""}"
TXN_20260523_100944,2026-05-23T06:55:40.925Z,583362,254742509288,76918.95,B2C,API_DISBURSE,TIMEOUT,99,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""135.245.143.57""}"
TXN_20260523_100945,2026-05-23T05:09:05.167Z,254738247036,119909,21067.83,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""23.192.248.43""}"
TXN_20260523_100946,2026-05-23T23:37:01.036Z,466801,198513,42664.24,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""28.62.47.167""}"
TXN_20260523_100947,2026-05-23T08:18:25.191Z,254723196580,254740475675,42874.62,P2P,USSD,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""159.117.104.27""}"
TXN_20260523_100948,2026-05-23T17:03:37.960Z,973398,589961,281736.54,B2B,API_SETTLE,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""196.181.208.207""}"
TXN_20260523_100949,2026-05-23T09:17:13.779Z,254727009383,966477,3483.77,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""6.184.4.114""}"
TXN_20260523_100950,2026-05-23T09:20:41.621Z,960621,782867,159869.41,B2B,API_SETTLE,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""196.206.174.195""}"
TXN_20260523_100951,2026-05-23T00:08:38.656Z,254772361055,559696,16637.49,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100952,2026-05-23T05:46:58.952Z,254746846245,597143,64384.65,C2B,STK_PUSH,REVERSED,09,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100953,2026-05-23T19:17:43.185Z,254778511352,396154,2423.53,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""123.42.190.154""}"
TXN_20260523_100954,2026-05-23T19:29:41.391Z,254779651737,944014,62157.05,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""41.183.59.125""}"
TXN_20260523_100955,2026-05-23T01:09:37.928Z,254725711536,254763291848,48050.83,P2P,APP_INT,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""146.129.51.87""}"
TXN_20260523_100956,2026-05-23T11:01:47.721Z,254795097534,254790465614,210.01,P2P,APP_INT,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""193.64.76.208""}"
TXN_20260523_100957,2026-05-23T08:17:35.869Z,646934,198524,169241.22,B2B,API_SETTLE,REVERSED,09,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""40.96.128.172""}"
TXN_20260523_100958,2026-05-23T18:15:13.342Z,254728743482,332896,66120.26,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""139.114.45.8""}"
TXN_20260523_100959,2026-05-23T23:32:01.534Z,461113,767958,273693.2,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""143.61.53.196""}"
TXN_20260523_100960,2026-05-23T09:16:24.416Z,495009,493863,277492.02,B2B,MM_PORTAL,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""14.251.243.203""}"
TXN_20260523_100961,2026-05-23T11:40:58.915Z,254775134999,899096,62223.56,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""131.234.83.2""}"
TXN_20260523_100962,2026-05-23T08:08:10.031Z,254755987259,254793014325,16391.1,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""193.96.71.162""}"
TXN_20260523_100963,2026-05-23T12:01:33.366Z,254768598334,439864,23152.54,C2B,STK_PUSH,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""25.67.180.162""}"
TXN_20260523_100964,2026-05-23T09:24:29.084Z,650509,149888,230095.65,B2B,MM_PORTAL,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""68.9.14.62""}"
TXN_20260523_100965,2026-05-23T19:53:37.213Z,254771778025,465149,57996.57,C2B,STK_PUSH,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""241.127.240.202""}"
TXN_20260523_100966,2026-05-23T19:47:01.997Z,381795,254760711773,7426.14,B2C,B2C_PORTAL,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""165.54.170.10""}"
TXN_20260523_100967,2026-05-23T21:48:11.646Z,444264,254782201738,3854.24,B2C,API_DISBURSE,REVERSED,09,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""107.52.234.6""}"
TXN_20260523_100968,2026-05-23T14:44:51.745Z,254790861805,254756695210,9496.44,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""195.235.129.26""}"
TXN_20260523_100969,2026-05-23T09:52:55.020Z,760874,510838,132790.71,B2B,MM_PORTAL,REVERSED,09,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100970,2026-05-23T16:47:24.417Z,295012,840414,8430.56,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100971,2026-05-23T14:37:57.094Z,254774251828,397547,47955.31,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""57.43.8.108""}"
TXN_20260523_100972,2026-05-23T23:37:30.804Z,254764747871,254743558399,617.75,P2P,APP_INT,FAILED,01,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""194.34.119.54""}"
TXN_20260523_100973,2026-05-23T07:10:03.267Z,835590,254752594362,69969.78,B2C,B2C_PORTAL,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""93.247.135.169""}"
TXN_20260523_100974,2026-05-23T11:56:40.471Z,862016,144194,68569.48,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""34.5.48.202""}"
TXN_20260523_100975,2026-05-23T20:02:51.276Z,254722576050,391715,17358.84,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100976,2026-05-23T04:19:10.493Z,254769951964,538205,19064.1,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""142.89.90.198""}"
TXN_20260523_100977,2026-05-23T02:56:08.686Z,254783601745,344649,30540.21,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""85.99.61.220""}"
TXN_20260523_100978,2026-05-23T04:14:34.332Z,254785259318,212980,66098.8,C2B,PAYBILL_PORTAL,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100979,2026-05-23T20:09:12.325Z,254730554764,254746296341,30126.06,P2P,USSD,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""140.43.71.66""}"
TXN_20260523_100980,2026-05-23T04:17:48.279Z,254758975551,254743459199,44742.08,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""16.39.163.10""}"
TXN_20260523_100981,2026-05-23T07:30:41.495Z,254749560673,565772,67285.26,C2B,STK_PUSH,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""94.115.141.80""}"
TXN_20260523_100982,2026-05-23T18:12:17.140Z,437690,254771214939,19663.81,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""129.199.148.166""}"
TXN_20260523_100983,2026-05-23T07:20:16.718Z,254762909452,254764189165,45163.05,P2P,APP_INT,TIMEOUT,99,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""127.32.73.137""}"
TXN_20260523_100984,2026-05-23T06:28:58.865Z,361103,241230,80715.97,B2B,MM_PORTAL,FAILED,01,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""102.164.177.201""}"
TXN_20260523_100985,2026-05-23T21:47:29.175Z,738428,235706,224503.69,B2B,MM_PORTAL,REVERSED,09,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""69.242.140.107""}"
TXN_20260523_100986,2026-05-23T00:52:09.369Z,254779073579,426174,60773.04,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""191.167.148.2""}"
TXN_20260523_100987,2026-05-23T18:51:14.497Z,984623,254745787823,58366.1,B2C,B2C_PORTAL,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100988,2026-05-23T00:11:44.141Z,599728,254743523578,45012.79,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100989,2026-05-23T02:18:13.414Z,254781512180,704971,36332.11,C2B,DYNAMIC_QR,REVERSED,09,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""71.174.47.242""}"
TXN_20260523_100990,2026-05-23T06:14:37.767Z,890110,352638,185750.24,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""219.27.138.149""}"
TXN_20260523_100991,2026-05-23T22:55:52.145Z,254797492473,254776837153,20568.04,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""195.250.110.8""}"
TXN_20260523_100992,2026-05-23T19:03:33.364Z,702482,847332,28560.19,B2B,API_SETTLE,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""88.25.93.190""}"
TXN_20260523_100993,2026-05-23T04:10:49.195Z,497337,254753482083,37326.06,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100994,2026-05-23T19:20:17.172Z,259882,379238,71001.19,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""61.54.97.203""}"
TXN_20260523_100995,2026-05-23T23:06:22.074Z,254785932866,776084,23526.12,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100996,2026-05-23T16:58:45.199Z,254726973420,362842,40610.6,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""48.129.115.199""}"
TXN_20260523_100997,2026-05-23T07:53:20.773Z,254773343509,327245,63789.22,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""124.157.72.237""}"
TXN_20260523_100998,2026-05-23T07:21:12.508Z,254751508118,254736533886,14686.47,P2P,USSD,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_100999,2026-05-23T03:45:43.414Z,620357,254731616701,3622.55,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""123.231.29.84""}"
TXN_20260523_101000,2026-05-23T06:33:03.394Z,380959,254782798301,87067.95,B2C,API_DISBURSE,TIMEOUT,99,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""255.127.9.62""}"
TXN_20260523_101001,2026-05-23T14:31:40.396Z,254773946142,247024,5401.43,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""113.152.195.43""}"
TXN_20260523_101002,2026-05-23T06:15:26.781Z,254783099488,254764137551,33593.83,P2P,USSD,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.2"", ""ip"": ""210.109.168.96""}"
TXN_20260523_101003,2026-05-23T17:20:57.557Z,254795662111,254715189341,39476.25,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""163.246.21.240""}"
TXN_20260523_101004,2026-05-23T10:44:22.389Z,254798532400,254766039513,44464.93,P2P,APP_INT,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101005,2026-05-23T18:10:48.757Z,254786054355,307545,6236.56,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""14.76.112.31""}"
TXN_20260523_101006,2026-05-23T17:34:17.119Z,672620,254731429537,7920.71,B2C,B2C_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""208.234.230.166""}"
TXN_20260523_101007,2026-05-23T18:54:09.309Z,242082,961098,130534.95,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101008,2026-05-23T06:59:35.240Z,989487,215428,196402.2,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""135.5.16.218""}"
TXN_20260523_101009,2026-05-23T10:50:21.298Z,774266,856592,137814.28,B2B,API_SETTLE,TIMEOUT,99,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101010,2026-05-23T22:32:24.818Z,254715002863,550497,21787.98,C2B,PAYBILL_PORTAL,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""1.190.28.221""}"
TXN_20260523_101011,2026-05-23T02:43:20.217Z,254711222203,254718354208,39268.95,P2P,USSD,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""219.42.235.69""}"
TXN_20260523_101012,2026-05-23T21:42:35.432Z,254730268606,722796,61047.08,C2B,PAYBILL_PORTAL,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101013,2026-05-23T05:53:38.861Z,254791857282,254737818601,12726.06,P2P,APP_INT,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""243.209.248.59""}"
TXN_20260523_101014,2026-05-23T22:51:02.154Z,254744770658,254732158349,4785.65,P2P,USSD,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.0"", ""ip"": ""11.105.217.235""}"
TXN_20260523_101015,2026-05-23T12:20:23.554Z,493046,254799991523,86175.49,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""144.117.94.53""}"
TXN_20260523_101016,2026-05-23T06:24:42.339Z,254788914316,998577,39141.71,C2B,STK_PUSH,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""42.232.133.182""}"
TXN_20260523_101017,2026-05-23T14:19:11.610Z,361496,254787877469,20341.01,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101018,2026-05-23T10:03:17.702Z,406808,254784436562,83293.66,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""4.2.1"", ""ip"": ""250.6.11.43""}"
TXN_20260523_101019,2026-05-23T13:33:40.718Z,405950,254758836408,15559.44,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.2"", ""ip"": ""98.192.139.162""}"
TXN_20260523_101020,2026-05-23T10:54:34.402Z,254767547790,254766435280,45930.31,P2P,USSD,FAILED,01,"{""os"": ""FeaturePhone"", ""app_ver"": ""SIM_Toolkit"", ""ip"": ""0.0.0.0""}"
TXN_20260523_101021,2026-05-23T22:34:19.123Z,153606,254742425417,32794.69,B2C,API_DISBURSE,SUCCESS,00,"{""os"": ""Android"", ""app_ver"": ""5.0.0"", ""ip"": ""148.69.125.111""}"
TXN_20260523_101022,2026-05-23T22:58:58.664Z,406685,690480,154620.8,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""249.45.255.180""}"
TXN_20260523_101023,2026-05-23T06:46:55.361Z,254782828254,934271,52758.79,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""Windows_Server"", ""app_ver"": ""ERP_v1.1"", ""ip"": ""114.251.146.64""}"
TXN_20260523_101024,2026-05-23T13:58:23.512Z,254744669886,254798123864,11414.51,P2P,USSD,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""209.144.121.195""}"
TXN_20260523_101025,2026-05-23T02:24:07.723Z,254782931563,530365,44663.31,C2B,DYNAMIC_QR,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""88.210.149.141""}"
TXN_20260523_101026,2026-05-23T10:21:26.471Z,975570,136306,26385.6,B2B,MM_PORTAL,SUCCESS,00,"{""os"": ""Linux_Ubuntu"", ""app_ver"": ""SDK_v2.1"", ""ip"": ""117.170.68.204""}"
TXN_20260523_101027,2026-05-23T22:06:47.603Z,549825,798081,40663.37,B2B,API_SETTLE,SUCCESS,00,"{""os"": ""iOS"", ""app_ver"": ""5.0.1"", ""ip"": ""70.203.8.8""}"
TXN_20260523_101028,2026-05-23T15:11:27.320Z,780101,637655,293727.46,B2B,MM_PORTAL,FAILED,01,"{""os"": ""iOS"", ""app_ver"": ""5.1.0"", ""ip"": ""98.50.243.172""}"
